"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,     -0.9767478189,       1.026936993,      -17.85580375,      0.9766158704,       4.833944295
          0,           0,           1,     -0.8052986896,       2.225612873,       1.777019185,       4.242689389,        8.07462795
          0,           0,           2,      -1.109395656,       1.618553027,       1.208544722,       3.642425379,        7.47453143
          0,           0,           3,      -1.031015664,       1.608192757,      0.9752694254,       3.042321317,       6.874595255
          0,           0,           4,      -1.387347581,       1.124032446,       0.904476835,       2.443792934,       6.276401328
          0,           0,           5,      -1.548089128,      0.3987778004,      0.3488765599,       1.847685807,       5.680812447
          0,           0,           6,      -1.639183126,       0.517029988,      0.3830309117,       1.255176335,       5.089153019
          0,           0,           7,      -1.847117169,      0.4433894988,       0.210778453,      0.6726395493,       4.508286103
          0,           0,           8,      -2.052121796,       0.282440429,      0.1433056132,      0.1081246795,       3.946951217
          0,           0,           9,      -2.179594533,      0.2993394417,      0.1389880353,     -0.4272219726,       3.417010912
          0,           0,          10,      -2.259389703,      0.3221209611,      0.1701418011,     -0.9184741845,       2.933745456
          0,           0,          11,       -2.34877719,      0.3366347246,      0.1977910825,        -1.3087384,       2.554962246
          0,           0,          12,       -2.38597647,      0.3676117374,      0.2254069024,      -1.665828027,       2.202154395
          0,           0,          13,      -2.417031007,      0.3870419897,      0.2415896743,      -1.819513329,        2.04253664
          0,           0,          14,      -2.427093885,      0.4040683995,      0.2606492417,      -2.004576006,       1.817991461
          0,           0,          15,      -2.407630317,      0.4201565845,      0.2788623682,      -2.094884717,       1.651229315
          0,           0,          16,      -2.401747354,       0.431863639,      0.2809670774,      -2.104123702,       1.554529575
          0,           0,          17,      -2.396883127,      0.4407624192,      0.2843953159,      -2.088454468,       1.460505416
          0,           0,          18,      -2.372623266,      0.4479198608,      0.2937583788,      -2.050545477,       1.413485448
          0,           0,          19,      -2.342157636,      0.4590135812,      0.3053072264,      -2.009053586,       1.377674933
          0,           0,          20,      -2.338998083,      0.4669077627,       0.303280846,      -1.962769958,       1.349416354
          0,           0,          21,      -2.337348549,        0.47272331,      0.2969361264,      -1.910224669,       1.333285952
          0,           0,          22,      -2.320964773,        0.47873168,      0.2998663733,      -1.856645868,       1.311348582
          0,           0,          23,      -2.331016118,      0.4832399852,      0.2942603228,       -1.79928794,       1.294525615
          0,           0,          24,      -2.325466919,      0.4856806204,      0.2906421751,      -1.742783764,       1.276975403
          0,           0,          25,      -2.299134634,      0.4867594116,      0.2887851122,       -1.68604648,       1.263052987
          0,           0,          26,      -2.316699663,      0.4902331473,       0.282595047,      -1.629203427,       1.255204851
          0,           0,          27,      -2.289491949,      0.4948363265,      0.2856195675,      -1.572620019,       1.243776818
          0,           0,          28,      -2.285549138,      0.5015417744,      0.2821932581,      -1.510557808,       1.233076884
          0,           0,          29,      -2.274250427,      0.5024879111,      0.2796078482,      -1.438720345,       1.222646442
          0,           0,          30,       -2.24615953,      0.4940343142,      0.2905083454,      -1.339585049,       1.215758437
          0,           0,          31,      -2.221948025,      0.4578199342,      0.2988162407,      -1.296114078,       1.105640262
          0,           0,          32,      -2.255947268,      0.3766019356,      0.2779160073,        -1.2832108,      0.9634561375
          0,           0,          33,      -2.412108292,       0.268898831,      0.2197163653,      -1.262040586,      0.8568470487
          0,           0,          34,      -2.672899018,      0.1869907085,      0.1501180645,      -1.216880041,      0.7979954565
          0,           0,          35,      -2.811298161,      0.1473418847,     0.09928220819,      -1.153415886,      0.7652108905
          0,           0,          36,       -2.83333996,      0.1264593422,     0.06253142259,      -1.080721544,      0.7427105348
          0,           0,          37,      -2.881939377,      0.1112444871,     0.02470765003,      -1.003183646,      0.7232276942
          0,           0,          38,      -2.885352316,     0.09834559713,    -0.01568352393,     -0.9231809915,       0.702198667
          0,           0,          39,      -2.819914935,     0.08206514261,     -0.0516549767,     -0.8447091693,      0.6768655877
          0,           0,          40,      -2.760713297,     0.05736859054,    -0.07878253514,     -0.7719753934,      0.6564734708
          0,           0,          41,      -2.747936736,     0.02276311021,     -0.1016884066,     -0.7066563324,       0.617209895
          0,           0,          42,       -2.78224334,    -0.01929882857,     -0.1283476686,      -0.647118694,      0.5700326635
          0,           0,          43,      -2.844099734,     -0.0633146096,     -0.1634330458,     -0.5920765166,      0.5325016799
          0,           0,          44,      -2.917382795,     -0.1066723997,     -0.2074172776,     -0.5401018295,      0.4947090021
          0,           0,          45,       -2.98930625,     -0.1494749326,     -0.2585900476,     -0.4905355175,       0.452381076
          0,           0,          46,      -3.053023361,     -0.1929748145,     -0.3141488383,     -0.4433289697,      0.4086961748
          0,           0,          47,      -3.109829676,     -0.2384252552,     -0.3715260395,     -0.3984823805,      0.3610385266
          0,           0,          48,      -3.162075372,     -0.2864493092,     -0.4280639012,     -0.3564494999,      0.3119071855
          0,           0,          49,      -3.214770896,     -0.3369955971,     -0.4816388643,     -0.3169873943,      0.2681139268
          0,           0,          50,      -3.271560258,     -0.3893392157,     -0.5303741928,     -0.2803587452,      0.2286577169
          0,           0,          51,      -3.334667073,     -0.4421053609,     -0.5731500126,     -0.2466837869,      0.1903999251
          0,           0,          52,       -3.40340651,     -0.4931495549,     -0.6097864017,     -0.2155270406,      0.1541960839
          0,           0,          53,      -3.473441235,     -0.5401501257,     -0.6411802452,     -0.1864409656,      0.1192196017
          0,           0,          54,      -3.545316426,     -0.5820654481,     -0.6685629677,     -0.1590717293,     0.08789475129
          0,           0,          55,      -3.621755277,     -0.6190655045,       -0.69405715,     -0.1328879998,     0.06274028241
          0,           0,          56,      -3.694371892,     -0.6521384545,      -0.719429794,     -0.1072987735,     0.04206581972
          0,           0,          57,      -3.759002751,     -0.6830487677,     -0.7459666808,    -0.08229723597,     0.02565236532
          0,           0,          58,      -3.811890055,      -0.713233569,     -0.7743150778,    -0.05795148554,     0.01494414371
          0,           0,          59,      -3.850253224,     -0.7435434094,     -0.8045745733,    -0.03429637083,    0.007432992186
          0,           0,          60,      -3.873199249,     -0.7741508868,     -0.8364084316,    -0.01148790121,    0.001749741678
          0,           0,          61,      -3.881549793,     -0.8047567041,     -0.8690394215,     0.01037930348,   -0.002804689175
          0,           0,          62,      -3.877335805,     -0.8346387481,     -0.9013800847,     0.03118201535,   -0.006375590703
          0,           0,          63,      -3.864833443,      -0.862813883,     -0.9321497195,     0.05086979886,   -0.009686076331
          0,           0,          64,      -3.845597635,     -0.8880854923,     -0.9601711002,     0.06939618363,    -0.01139510874
          0,           0,          65,      -3.821867525,     -0.9095111716,     -0.9841923617,     0.08680089745,    -0.01219797656
          0,           0,          66,      -3.804311334,     -0.9266033293,      -1.003359449,      0.1032231826,    -0.01258588684
          0,           0,          67,       -3.78097415,     -0.9385557672,      -1.018679608,      0.1184669741,    -0.01050816085
          0,           0,          68,      -3.747368543,     -0.9455949747,      -1.029305278,       0.132666256,   -0.007643484044
          0,           0,          69,         -3.716331,      -0.947967643,      -1.036484504,      0.1457341154,   -0.003126021022
          0,           0,          70,      -3.685452359,     -0.9460854819,      -1.040645916,      0.1577459364,    0.001228541792
          0,           0,          71,      -3.656817218,     -0.9409204172,      -1.042391891,      0.1687700751,    0.004990783482
          0,           0,          72,       -3.63062486,     -0.9332024557,      -1.042387131,      0.1788407582,    0.008905985527
          0,           0,          73,      -3.604529239,     -0.9234690812,      -1.041182345,      0.1879371591,     0.01392745294
          0,           0,          74,      -3.578720414,     -0.9123422787,      -1.038704424,      0.1960769054,     0.01925305401
          0,           0,          75,       -3.55456024,     -0.9002155922,      -1.035273071,      0.2032352454,     0.02458078992
          0,           0,          76,      -3.531702932,     -0.8873964186,      -1.030913608,      0.2094255791,     0.03001247183
          0,           0,          77,      -3.512362108,     -0.8744552467,       -1.02529186,      0.2147524835,     0.03407789069
          0,           0,          78,      -3.493792888,     -0.8611017448,      -1.019820985,      0.2190065886,     0.04022069639
          0,           0,          79,      -3.473875154,     -0.8477147378,      -1.013367599,      0.2222504533,     0.04663492187
          0,           0,          80,      -3.455681361,     -0.8345179989,      -1.006565811,      0.2243525432,     0.05271952957
          0,           0,          81,      -3.440279083,     -0.8218183903,     -0.9988641221,      0.2254399874,     0.05670859759
          0,           0,          82,      -3.426587832,     -0.8094717137,     -0.9916075756,      0.2252982013,      0.0619436189
          0,           0,          83,      -3.416599759,     -0.7983477243,     -0.9828560032,      0.2243326404,     0.06465768218
          0,           0,          84,      -3.411843274,     -0.7881101923,     -0.9751892947,      0.2222000171,     0.06839259253
          0,           0,          85,      -3.403324654,     -0.7780558519,     -0.9688083564,      0.2185688966,     0.07237727514
          0,           0,          86,      -3.393736932,     -0.7691076443,     -0.9617925517,      0.2135930975,     0.07606620677
          0,           0,          87,      -3.387420202,     -0.7611398917,     -0.9555872108,      0.2070247967,     0.07879295631
          0,           0,          88,      -3.381146421,     -0.7540197022,     -0.9500350744,      0.1988773679,     0.08122340461
          0,           0,          89,      -3.375652732,     -0.7481506881,     -0.9449719471,      0.1891497169,      0.0827616656
          0,           0,          90,      -3.371970614,     -0.7436007134,     -0.9406540523,      0.1778642279,     0.08309851786
          0,           0,          91,      -3.369983064,     -0.7404559659,     -0.9371509851,       0.165099526,     0.08230099025
          0,           0,          92,      -3.369805242,      -0.738813425,     -0.9345966728,      0.1508931731,     0.08039197115
          0,           0,          93,      -3.371552763,     -0.7387465132,     -0.9330626434,      0.1353198543,     0.07738049416
          0,           0,          94,      -3.376958595,      -0.740629316,     -0.9321701197,       0.118742896,     0.07191995622
          0,           0,          95,      -3.384500532,     -0.7438998761,     -0.9333892798,      0.1007494188,     0.06645216237
          0,           0,          96,       -3.39415851,      -0.749292285,     -0.9347013644,     0.08216263022,      0.0588985332
          0,           0,          97,      -3.416765561,     -0.7579848573,     -0.9360186738,     0.06394482248,     0.06593984015
          0,           0,          98,      -3.438685235,      -0.766455921,     -0.9433275556,     0.04327887805,     0.04237113575
          0,           0,          99,      -3.449369502,      -0.776596021,     -0.9489995621,     0.02230847499,      0.0298869917
          0,           0,         100,      -3.468772369,     -0.7884980522,     -0.9573545624,   1.916817084e-05,     0.01715836647
          0,           0,         101,      -3.485658897,     -0.8013886056,     -0.9662815655,    -0.02280049651,     0.00297842002
          0,           0,         102,      -3.505563491,     -0.8160623328,     -0.9767055617,    -0.04622401127,    -0.01215457531
          0,           0,         103,      -3.526284854,     -0.8321274271,     -0.9882272102,     -0.0699535025,    -0.02844651563
          0,           0,         104,      -3.549217306,     -0.8498090168,       -1.00103864,    -0.09392805212,    -0.04590613542
          0,           0,         105,      -3.573575309,     -0.8689375809,       -1.01503384,     -0.1180092708,    -0.06452310686
          0,           0,         106,      -3.599816971,     -0.8895506527,      -1.030263364,     -0.1421217035,    -0.08413919751
          0,           0,         107,      -3.627618946,     -0.9115420338,       -1.04666637,     -0.1661851785,     -0.1047068856
          0,           0,         108,      -3.657143742,     -0.9348817907,      -1.064240952,     -0.1901352376,      -0.126156099
          0,           0,         109,      -3.688200763,      -0.959482382,       -1.08294003,     -0.2139172916,     -0.1484695311
          0,           0,         110,      -3.720846462,     -0.9852898515,       -1.10273588,     -0.2374802818,     -0.1715174535
          0,           0,         111,       -3.75500333,      -1.012226094,      -1.123584142,     -0.2607604438,     -0.1951790827
          0,           0,         112,      -3.790703347,      -1.040224044,      -1.145446007,     -0.2837068073,     -0.2193941111
          0,           0,         113,      -3.827933085,      -1.069202514,       -1.16827513,      -0.306260594,     -0.2440851875
          0,           0,         114,      -3.866740741,      -1.099080627,      -1.192026939,     -0.3283281696,     -0.2691677954
          0,           0,         115,      -3.907167153,      -1.129763772,      -1.216651915,     -0.3499101128,     -0.2945317252
          0,           0,         116,      -3.949295534,      -1.161146205,      -1.242098464,     -0.3709361047,     -0.3199972085
          0,           0,         117,      -3.993223643,      -1.193103906,      -1.268309581,     -0.3913346015,      -0.345403854
          0,           0,         118,      -4.039088395,      -1.225491575,      -1.295223161,     -0.4110501515,     -0.3706426561
          0,           0,         119,       -4.08705625,      -1.258135666,      -1.322769574,     -0.4300184114,     -0.3955370954
          0,           0,         120,      -4.137339578,      -1.290830968,      -1.350870354,     -0.4481893013,     -0.4198837329
          0,           0,         121,      -4.190198684,       -1.32333735,      -1.379436478,     -0.4655263793,     -0.4434963726
          0,           0,         122,       -4.24595551,      -1.355377242,      -1.408366437,     -0.4820062939,     -0.4663260904
          0,           0,         123,      -4.305001354,      -1.386635705,      -1.437544644,     -0.4976183305,     -0.4881857908
          0,           0,         124,      -4.367808767,       -1.41676365,      -1.466840728,     -0.5123594961,     -0.5089382433
          0,           0,         125,      -4.434927705,      -1.445390986,      -1.496105197,     -0.5262413569,     -0.5285191573
          0,           0,         126,      -4.506968033,      -1.472145855,      -1.525171863,     -0.5392854868,     -0.5467332798
          0,           0,         127,      -4.584491917,      -1.496678309,       -1.55385885,     -0.5515281788,     -0.5636009944
          0,           0,         128,      -4.667698942,      -1.518689742,       -1.58197074,     -0.5630175068,     -0.5791490832
          0,           0,         129,      -4.755594953,      -1.537959303,      -1.609301205,     -0.5738040902,      -0.593367652
          0,           0,         130,      -4.843994614,      -1.554371758,      -1.635639525,      -0.583950676,     -0.6062516553
          0,           0,         131,      -4.922009956,      -1.567927034,      -1.660777882,     -0.5935218373,     -0.6178538943
          0,           0,         132,      -4.970861823,      -1.578739556,      -1.684521733,     -0.6025801764,     -0.6281021684
          0,           0,         133,       -4.97589646,      -1.587020939,       -1.70670001,     -0.6111944514,     -0.6370922019
          0,           0,         134,      -4.943670539,      -1.593051067,      -1.727175064,     -0.6193922405,      -0.644879105
          0,           0,         135,       -4.89364569,      -1.597152914,      -1.745851537,     -0.6272806834,     -0.6517523421
          0,           0,         136,      -4.840474256,      -1.599663973,      -1.762681814,      -0.634916224,     -0.6578166816
          0,           0,         137,      -4.790751342,      -1.600913694,      -1.777668879,     -0.6423379363,     -0.6631638834
          0,           0,         138,      -4.746492927,      -1.601200781,      -1.790866335,     -0.6495745478,     -0.6678010782
          0,           0,         139,      -4.707837392,       -1.60079276,      -1.802368117,     -0.6566849322,     -0.6719723672
          0,           0,         140,      -4.674299056,      -1.599918003,      -1.812304192,     -0.6637017661,     -0.6756950409
          0,           0,         141,      -4.645243548,       -1.59876773,      -1.820835903,     -0.6706545022,     -0.6791775058
          0,           0,         142,      -4.620066322,      -1.597494525,      -1.828134214,     -0.6775691133,     -0.6825999824
          0,           0,         143,      -4.598231995,      -1.596219164,      -1.834374431,     -0.6844642882,     -0.6858986905
          0,           0,         144,      -4.579285652,      -1.595035319,      -1.839729071,     -0.6913576983,     -0.6889932454
          0,           0,         145,      -4.562842098,      -1.594015998,      -1.844359244,     -0.6982625991,     -0.6918301462
          0,           0,         146,        -4.5485798,      -1.593214654,        -1.8484127,     -0.7051912557,     -0.6945703336
          0,           0,         147,      -4.536232114,      -1.592669408,       -1.85202047,     -0.7121554576,     -0.6973355862
          0,           0,         148,      -4.525578067,      -1.592408736,      -1.855297946,     -0.7191622566,     -0.7001402892
          0,           0,         149,      -4.516432796,      -1.592451027,      -1.858345322,     -0.7262178799,     -0.7031117498
          0,           0,         150,       -4.50863821,      -1.592807082,       -1.86124697,     -0.7333217713,     -0.7062549151
          0,           0,         151,      -4.502059574,      -1.593483166,      -1.864072909,     -0.7404804939,     -0.7094284254
          0,           0,         152,      -4.496577404,      -1.594479476,      -1.866881948,     -0.7476967626,     -0.7126137284
          0,           0,         153,       -4.49209231,      -1.595793811,      -1.869720977,     -0.7549725854,       -0.71575381
          0,           0,         154,      -4.488514371,       -1.59742432,      -1.872627506,     -0.7623095591,     -0.7189351291
          0,           0,         155,      -4.485772963,      -1.599365601,      -1.875633402,     -0.7697093875,     -0.7222634783
          0,           0,         156,      -4.483802887,       -1.60161174,      -1.878763156,      -0.777172148,      -0.725680156
          0,           0,         157,       -4.48255106,      -1.604157113,      -1.882037101,     -0.7846992853,     -0.7292521561
          0,           0,         158,       -4.48196825,      -1.606993165,      -1.885471332,      -0.792285227,     -0.7329569019
          0,           0,         159,       -4.48200526,      -1.610111925,      -1.889076238,     -0.7999316592,     -0.7368905135
          0,           0,         160,      -4.482622344,      -1.613506079,       -1.89286057,      -0.807639694,     -0.7410108693
          0,           0,         161,      -4.483784052,      -1.617167281,      -1.896831113,     -0.8154079554,     -0.7452888523
          0,           0,         162,      -4.485460628,      -1.621087411,      -1.900992897,      -0.823234976,     -0.7496630952
          0,           0,         163,       -4.48762446,      -1.625258177,      -1.905349919,     -0.8311158603,     -0.7541632446
          0,           0,         164,      -4.490249458,      -1.629670677,      -1.909905121,     -0.8390439457,     -0.7588173284
          0,           0,         165,      -4.493310655,      -1.634315808,      -1.914659935,     -0.8470149534,     -0.7635880009
          0,           0,         166,      -4.496784777,      -1.639184568,      -1.919614378,      -0.855024942,      -0.768465112
          0,           0,         167,      -4.500650871,      -1.644268221,      -1.924767897,     -0.8630731796,     -0.7734454524
          0,           0,         168,      -4.504885878,      -1.649557991,       -1.93011864,     -0.8711537196,      -0.778542855
          0,           0,         169,      -4.509470277,      -1.655045965,      -1.935663822,     -0.8792649938,     -0.7837589085
          0,           0,         170,      -4.514386514,      -1.660725001,      -1.941400584,     -0.8874068008,     -0.7890700477
          0,           0,         171,      -4.519620411,       -1.66658956,      -1.947325885,     -0.8955775679,     -0.7944674899
          0,           0,         172,      -4.525158761,      -1.672634173,      -1.953436185,     -0.9037764131,     -0.8000558633
          0,           0,         173,      -4.530990354,      -1.678852734,      -1.959728313,     -0.9120000622,     -0.8058589082
          0,           0,         174,      -4.537103919,      -1.685238957,      -1.966199478,     -0.9202475151,      -0.811818184
          0,           0,         175,      -4.543489504,      -1.691787277,      -1.972847133,     -0.9285184994,     -0.8179473484
          0,           0,         176,      -4.550137238,      -1.698492154,      -1.979667531,     -0.9368107732,     -0.8242235447
          0,           0,         177,      -4.557037286,      -1.705347339,      -1.986659312,     -0.9451198785,     -0.8306097924
          0,           0,         178,      -4.564183507,      -1.712347539,      -1.993818922,     -0.9534425515,     -0.8371030573
          0,           0,         179,      -4.571566424,      -1.719486521,      -2.001141394,     -0.9617767033,     -0.8436968927
          0,           0,         180,      -4.579178562,      -1.726758242,      -2.008621789,     -0.9701198416,     -0.8504709312
          0,           0,         181,      -4.587011736,      -1.734157348,      -2.016255085,     -0.9784669663,     -0.8572977023
          0,           0,         182,      -4.595059475,      -1.741678434,      -2.024036896,     -0.9868125118,     -0.8642409301
          0,           0,         183,      -4.603315671,      -1.749315962,      -2.031962775,     -0.9951558103,     -0.8712907948
          0,           0,         184,      -4.611775255,      -1.757064935,      -2.040028302,      -1.003497954,       -0.87844321
          0,           0,         185,      -4.620432713,      -1.764920818,      -2.048229016,      -1.011836411,     -0.8856668053
          0,           0,         186,      -4.629284376,      -1.772879499,      -2.056560775,      -1.020173587,      -0.892948767
          0,           0,         187,      -4.638326395,      -1.780936192,      -2.065019792,      -1.028505782,     -0.9002930882
          0,           0,         188,      -4.647555516,      -1.789086843,      -2.073602607,      -1.036826862,     -0.9076791227
          0,           0,         189,      -4.656969459,      -1.797328264,      -2.082306073,      -1.045137441,     -0.9150739053
          0,           0,         190,      -4.666566283,      -1.805657855,      -2.091127293,      -1.053440243,     -0.9225194017
          0,           0,         191,      -4.676345055,      -1.814072225,      -2.100062965,      -1.061735165,     -0.9300571223
          0,           0,         192,      -4.686305507,      -1.822568591,      -2.109110087,      -1.070019603,     -0.9376867649
          0,           0,         193,       -4.69644841,      -1.831144704,      -2.118267143,       -1.07829359,     -0.9454089116
          0,           0,         194,      -4.706775952,      -1.839797392,      -2.127533783,      -1.086557976,     -0.9532341287
          0,           0,         195,      -4.717291268,      -1.848522334,      -2.136910419,      -1.094805174,     -0.9610838084
          0,           0,         196,      -4.727997957,      -1.857315945,      -2.146397535,       -1.10303562,     -0.9689250546
          0,           0,         197,      -4.738899233,      -1.866174184,      -2.155996358,      -1.111251939,     -0.9767282597
          0,           0,         198,      -4.749997315,      -1.875091075,       -2.16570865,      -1.119453591,     -0.9845121434
          0,           0,         199,      -4.761293323,      -1.884060295,       -2.17553624,      -1.127637382,     -0.9922880726
          0,           0,         200,      -4.772789436,      -1.893076081,      -2.185480286,       -1.13578724,      -1.000056369
          0,           0,         201,      -4.784488414,      -1.902132795,       -2.19554163,      -1.143899195,      -1.007856497
          0,           0,         202,      -4.796390023,       -1.91122312,      -2.205717191,      -1.151991321,      -1.015710488
          0,           0,         203,      -4.808496655,      -1.920339413,      -2.216004244,      -1.160032215,      -1.023492929
          0,           0,         204,      -4.820809909,      -1.929474982,      -2.226400821,      -1.168031756,      -1.031262874
          0,           0,         205,      -4.833331876,      -1.938623835,       -2.23690217,      -1.175989533,      -1.038936593
          0,           0,         206,      -4.846065897,      -1.947781314,      -2.247503141,      -1.183885683,      -1.046481543
          0,           0,         207,      -4.859015886,       -1.95694324,      -2.258196515,      -1.191711518,      -1.053905538
          0,           0,         208,      -4.872185136,      -1.966106468,      -2.268974775,      -1.199492189,      -1.061253513
          0,           0,         209,        -4.8855777,      -1.975268645,      -2.279830309,      -1.207210452,      -1.068425805
          0,           0,         210,      -4.899197914,      -1.984428499,      -2.290763272,      -1.214860485,      -1.075488908
          0,           0,         211,      -4.913050551,      -1.993583608,      -2.301775919,      -1.222430347,      -1.082354943
          0,           0,         212,       -4.92713773,      -2.002733997,      -2.312871321,      -1.229929456,      -1.089050171
          0,           0,         213,      -4.941463395,      -2.011877347,      -2.324055484,      -1.237359202,      -1.095468899
          0,           0,         214,      -4.956030219,      -2.021010127,      -2.335332222,      -1.244732014,       -1.10174373
          0,           0,         215,      -4.970839184,      -2.030128909,      -2.346701354,      -1.252042011,      -1.107858473
          0,           0,         216,      -4.985889774,      -2.039228905,      -2.358167929,      -1.259260014,      -1.113775815
          0,           0,         217,      -5.001183351,      -2.048303993,      -2.369730971,      -1.266408467,      -1.119576175
          0,           0,         218,      -5.016718935,      -2.057349968,      -2.381382801,      -1.273478547,      -1.125222135
          0,           0,         219,       -5.03250238,      -2.066362513,      -2.393116748,      -1.280476581,      -1.130649529
          0,           0,         220,      -5.048539096,      -2.075337641,      -2.404922198,      -1.287427301,      -1.135997062
          0,           0,         221,      -5.064832391,       -2.08426845,      -2.416783944,      -1.294308946,      -1.141196812
          0,           0,         222,      -5.081385586,       -2.09314969,      -2.428700349,      -1.301093937,      -1.146281854
          0,           0,         223,      -5.098205329,      -2.101976091,      -2.440667272,       -1.30781939,      -1.151445486
          0,           0,         224,      -5.115296299,      -2.110741063,       -2.45267875,       -1.31449488,      -1.156502989
          0,           0,         225,      -5.132667805,      -2.119436584,      -2.464735871,      -1.321095044,      -1.161316041
          0,           0,         226,        -5.1503303,      -2.128057059,      -2.476831842,      -1.327628089,      -1.165941494
          0,           0,         227,      -5.168291472,       -2.13659407,      -2.488948809,      -1.334088467,      -1.170505398
          0,           0,         228,      -5.186555907,      -2.145040686,      -2.501076496,      -1.340468279,      -1.174947811
          0,           0,         229,      -5.205133097,      -2.153391727,      -2.513209987,      -1.346800678,      -1.179533342
          0,           0,         230,      -5.224028355,      -2.161638602,      -2.525335873,      -1.353057234,      -1.184051874
          0,           0,         231,      -5.243249662,      -2.169782446,       -2.53744426,      -1.359218323,      -1.188534246
          0,           0,         232,      -5.262811764,      -2.177816127,      -2.549527723,      -1.365304972,      -1.192976011
          0,           0,         233,      -5.282713358,      -2.185741867,      -2.561556764,      -1.371329253,      -1.197569646
          0,           0,         234,      -5.302964813,      -2.193555437,      -2.573513785,      -1.377293755,      -1.201947535
          0,           0,         235,      -5.323567894,      -2.201252831,       -2.58540486,      -1.383190386,      -1.206283672
          0,           0,         236,      -5.344512587,      -2.208826457,      -2.597227622,      -1.388987229,      -1.210444126
          0,           0,         237,      -5.365782434,       -2.21627899,      -2.608976781,      -1.394693116,      -1.214554457
          0,           0,         238,      -5.387379354,        -2.2236124,      -2.620646046,       -1.40035498,      -1.219141707
          0,           0,         239,      -5.409289308,      -2.230813539,      -2.632227177,      -1.405958279,       -1.22404431
          0,           0,         240,      -5.431475764,      -2.237887071,      -2.643705855,      -1.411477433,      -1.229400643
          0,           0,         241,      -5.453904733,      -2.244831999,      -2.655077573,      -1.416899839,      -1.234270014
          0,           0,         242,      -5.476515189,      -2.251649361,      -2.666352491,      -1.422258335,      -1.239033419
          0,           0,         243,      -5.499230001,      -2.258323953,      -2.677534752,      -1.427567181,      -1.244181654
          0,           0,         244,      -5.521952685,      -2.264872591,      -2.688607693,      -1.432826045,      -1.249555118
          0,           0,         245,      -5.544614666,      -2.271294228,      -2.699565836,      -1.438019541,      -1.254258056
          0,           0,         246,      -5.567071113,      -2.277569543,      -2.710400587,      -1.443144845,      -1.258215775
          0,           0,         247,      -5.589130302,      -2.283720468,      -2.721085034,      -1.448206458,      -1.262280666
          0,           0,         248,      -5.610653536,      -2.289744416,      -2.731600272,      -1.453237389,      -1.266339333
          0,           0,         249,      -5.631434041,      -2.295635439,      -2.741926492,      -1.458227323,      -1.270083637
          0,           0,         250,      -5.651241897,      -2.301384136,      -2.752034495,      -1.463163296,      -1.273618313
          0,           0,         251,      -5.669832841,      -2.307016827,      -2.761878624,      -1.468041187,      -1.276666245
          0,           0,         252,      -5.686989638,      -2.312531232,      -2.771425638,      -1.472928472,      -1.279526816
          0,           0,         253,      -5.702449899,      -2.317926692,      -2.780664923,      -1.477846474,      -1.282954711
          0,           0,         254,      -5.715984374,      -2.323181149,      -2.789601057,      -1.482768892,      -1.286194224
          0,           0,         255,      -5.727353073,      -2.328321604,      -2.798196051,       -1.48768029,      -1.289360475
          0,           0,         256,      -5.736450267,      -2.333353591,      -2.806460373,      -1.492585892,      -1.292238893
          0,           0,         257,      -5.743068276,      -2.338260864,      -2.814422708,      -1.497488644,      -1.295213595
